Health Facility Name,Address,pincode,landline_number,Facility Type
Neema Manihari,"['Neema Manihari', 'Bihar', 'Katihar', 'Manihari']",854113.0,8544447758,SubCentre
Shc Barodha Kala,"['Shc Barodakala', 'Sector Fathehpur', 'Barodakala Block Batiyagarh District Damoh', 'Madhya Pradesh', 'Damoh', 'Batiyagarh']",470663.0,7601285460,SubCentre
Dharampur Phc,"['Dharampur', 'Himachal Pradesh', 'Shimla', 'Matiana']",171201.0,1783225222,Primary Health Centre
Binka,"['Chc Binka', 'Binka', 'Odisha', 'Sonapur  ', 'Binika ', 'Binka']",767019.0,06654-243058,Community Health Center
Konavattam,"['Konavattam Phc', 'Vellore To Bangalore Main Road', 'Konavattam', 'Tamil Nadu', 'Vellore', 'Vellore Corp']",632004.0,0416-2292033,Primary Health Centre
Kannanoor,"['Primary Health Center', 'Udaiyarvilai Kannanoor', 'Kannanoor', 'Tamil Nadu', 'Kanniyakumari', 'Kalkulam', 'Thiruvattur']",629158.0,04651-295461,Primary Health Centre
South Kolsur,"['South Kolsur Sc', 'Kolsur Road', 'Dakshin Kalsur', 'West Bengal', 'North 24 Parganas', 'Deganga']",743423.0,3126250036,SubCentre
Shindkheda,"['Sc Shindkhdea', 'Bajar Peth', 'At Shindkhdea Tal Shindkhdea', 'Maharashtra', 'Dhule', 'Sindkhede', 'Shindkheda']",425406.0,0,SubCentre
Kanchanpur Bphc,"['Kanchanpur Bphc', 'Kanchanpur', 'Bankura Ii', 'West Bengal', 'Bankura', 'Bankura - Ii', 'Bankura-Ii']",722155.0,3242205418,Community Health Center
Thachankurichi,"['Primary Health Centre Thachankurichi', 'Ann Nagar', 'Thachankurichi', 'Tamil Nadu', 'Tiruchirappalli', 'Lalgudi']",621712.0,0431-2908500,Primary Health Centre
Shc Mulmula,"['Sub Health Centre Mulmula', 'Village Mulmula', 'Block Pamgarh', 'Chhattisgarh', 'Janjgir - Champa', 'Pamgarh', 'Paamgarh']",495554.0,7587855472,SubCentre
Shc Tehangor,"['Up Swasth Kendr Tehangur', 'Village Tehangur', 'Village', 'Madhya Pradesh', 'Bhind']",477001.0,07534-281810,SubCentre
Shc Lakholi,"['Shc Lakholi', 'Reewa', 'Sosicity', 'Chhattisgarh', 'Raipur', 'Arang', 'Aarng']",493441.0,7720258730,SubCentre
Shc Pandri,"['Up Swasth Kendra', 'Padari', 'Village', 'Madhya Pradesh', 'Bhind']",477001.0,07534-281810,SubCentre
Rh Peint,"['Rh Peint', 'Peint Rode', 'Peint', 'Maharashtra', 'Nashik']",422208.0,02558-225502,Community Health Center
Chc Bairdah,"['Na', 'Village Bairdah', 'Chitrangi', 'Madhya Pradesh', 'Singrauli']",486882.0,7049904040,Community Health Center
Gorabal,"['Gorebal', 'Karnataka', 'Raichur', 'Lingsugur ', 'Lingasugur']",584128.0,0,SubCentre
Dehalli,"['Primary Health Center Dehalli', 'Po Dehalli', 'Dehalli', 'Karnataka', 'Uttara Kannada', 'Yellapur ', 'Yellapur ']",581359.0,08419-242566,Primary Health Centre
Phc Katterikuppam,"['Primary Health Centre', 'Hospital Street', 'Katterikuppam', 'Puducherry', 'Bahour Taluk']",605502.0,2674312,Primary Health Centre
Kalloorani,"['Phc Kalloorani', 'West', 'Kalloorani', 'Tamil Nadu', 'Virudhunagar', 'Aruppukkottai', 'Thiruchuli']",626105.0,4566283121,Primary Health Centre
Malav,"['Sc Malav', 'Malav', 'Colonelganj', 'Uttar Pradesh', 'Gonda', 'Colonelganj ', 'Parsupur']",271504.0,5261253063,SubCentre
Doddamadure,"['Subcentre Doddamadure', 'Kalur Road', 'Doddamadure', 'Karnataka', 'Tumkur', 'Kunigal ', 'Kunigal']",572134.0,8277507363,SubCentre
Indamangalam,"['Ward No', 'Indamangalam', 'Tamil Nadu', 'Dharmapuri', 'Palakkodu', 'Karimangalam']",635205.0,9488330997,SubCentre
Shc Podi,"['Podi', 'Shc Podi', 'Madhya Pradesh', 'Singrauli', 'Chitrangi']",486882.0,0,SubCentre
Shc Kothurna,"['Sub Health Centre', 'Vill Kotuhrna', 'Kothurna', 'Madhya Pradesh', 'Balaghat', 'Khairlanji']",481337.0,7633276566,SubCentre
Sirigere,"['Sirigere', 'Karnataka', 'Chitradurga', 'Chitradurga ', 'Chitradurga ']",577541.0,08194-268649,Community Health Center
Shc Savari,"['Sub Health Centre', 'Vill Savri', 'Savari', 'Madhya Pradesh', 'Balaghat', 'Khairlanji']",481335.0,7633276566,SubCentre
Shc Khajuriyakala,"['Sub Health Centre Khajuriyakala', 'Rajpur Ashoknagar Road', 'Ashoknagar', 'Madhya Pradesh', 'Shadhora', 'Shadora']",473330.0,7543226930,SubCentre
Tungi Bu,"['Tungi Bu', 'Maharashtra', 'Latur', 'Ausa']",413520.0,02383-221200,SubCentre
Shc Dehri,"['Shc Dehri', 'Madhya Pradesh', 'Guna', 'Chachaura']",473115.0,7546240034,SubCentre
Phc Dhargaon,"['Phc Dhargaon', 'Near Grampanchayt Dhargaon', 'Sub District', 'Maharashtra', 'Bhandara']",441804.0,07184 250763,Primary Health Centre
Kharesh,"['Kharesh', 'Main Road', 'Rajasthan', 'Nagaur', 'Didwana']",341318.0,1580223535,SubCentre
Asariwara,"['Sub Center Asariwara', 'Rajasthan', 'Udaipur', 'Kherwara']",313804.0,9602378255,SubCentre
Vasila,"['Vasila', 'Jakhania Road', 'Uttar Pradesh', 'Ghazipur', 'Jakhanian', 'Manihari']",275205.0,5495246672,SubCentre
Saraikhas,"['Chhitloopur', 'Utraula', 'Uttar Pradesh', 'Balrampur', 'Reharabazar']",271306.0,-,Primary Health Centre
Shc Sarsai,"['Sarsai', 'Madhya Pradesh', 'Datia', 'Bhander']",475335.0,0,SubCentre
Phc Rakhi Bujurg,"['Phc Rakhi Bujurg', 'Rakhi Bujurg', 'Pansemal', 'Madhya Pradesh', 'Barwani ']",451881.0,7286241821,Primary Health Centre
Udayathur,"['Udhayathur Hsc', 'X Road', 'Uthayathur', 'Tamil Nadu', 'Tirunelveli ', 'Radhapuram']",627111.0,04637-294437,SubCentre
Shc Lodhikheda,"['Rent Building', 'Railway', 'Sausar', 'Madhya Pradesh', 'Chhindwara', 'Saunsar']",480108.0,7165295181,SubCentre
Jigna,"['Tendui', 'Utraula', 'Uttar Pradesh', 'Balrampur', 'Sridattganj']",271607.0,-,SubCentre
Phc Mohgaon,"['Govt Phc', 'Near Higher Secodary School', 'Sausar', 'Madhya Pradesh', 'Chhindwara', 'Saunsar']",480105.0,7165295181,Primary Health Centre
Faguta,"['Govt Building', 'Fagota', 'Uttar Pradesh', 'Hapur', 'Dhaulana(New)', 'Dhaulana']",245301.0,8586063848,SubCentre
Nonaar,"['Sc Nonar', 'Tulasi Asram Raod', 'Nonar Market', 'Uttar Pradesh', 'Chandauli', 'Sakaldiha', 'Sakaldeeha']",232108.0,7309732866,SubCentre
Shirwande,"['Tembwadi', 'Shirwande', 'Maharashtra', 'Sindhudurg', 'Malwan']",416602.0,2365227744,SubCentre
Thalainayar,"['Hospital Street', 'Thalainayar', 'Tamil Nadu', 'Nagapattinam  ', 'Vedaranyam', 'Thalanayiru']",614712.0,4369234507,Community Health Center
Hirekumbi X,"['Primary Health Centre Hirekumbi', 'Hirekumbi', 'Karnataka', 'Belgaum', 'Parasgad(Saundatti)']",591110.0,8330258613,Primary Health Centre
Shc Pipri,"['Shc Pipri', 'Pipri', 'Madhya Pradesh', 'Shahdol', 'Jaisinghnagar']",484771.0,7651221270,SubCentre
Shc Kosa,"['Sub Health Centre Kosa', 'Villagae Kosa', 'Block Pamgarh', 'Chhattisgarh', 'Janjgir - Champa', 'Pamgarh', 'Paamgarh']",495554.0,7587855490,SubCentre
Shc Bakho,"['Shc Bakho', 'Bakho', 'Madhya Pradesh', 'Shahdol', 'Jaitpur', 'Burhar']",484114.0,7652251797,SubCentre
Salayampalayam,"['Hsc Salayampalayam', 'School Street', 'Salayampalyam Village', 'Tamil Nadu', 'Viluppuram', 'Koliyanur']",605108.0,04146-293258,SubCentre
Chorakhali,"['Sub Center', 'Main Road', 'Kalamb', 'Maharashtra', 'Osmanabad']",413507.0,02473-266666,SubCentre
Khaparkheda,"['Ranchod Das School', 'Khaparkheda', 'Dahegaon Road', 'Maharashtra', 'Nagpur', 'Savner']",441102.0,7133237167,SubCentre
Shc Wakya,"['Shc Wakya', 'Sendhwa', 'Madhya Pradesh', 'Barwani ']",451666.0,7281223302,SubCentre
Vadagooru,"['Subcentre Vadagur', 'Vadagur', 'Karnataka', 'Kolar', 'Kolar ', 'Kolar']",563102.0,8152245030,SubCentre
Veerapandi,"['Hsc Veerapandi', 'Salem Main Road', 'Veerapandi Colony', 'Tamil Nadu', 'Salem', 'Veerapandi']",636308.0,NIL,SubCentre
Pothavaram Sc,"['Water Tank Colony', 'Pothavaram', 'Andhra Pradesh', 'East Godavari District', 'P.Gannavaram']",533240.0,0,SubCentre
Narthampatti,"['Narthampatti', 'Pilyargovil Street', 'Tamil Nadu', 'Dharmapuri', 'Nallampalli']",636705.0,4342240677,SubCentre
Sdh Navapur,"['House No', 'Surat Road', 'Navapur', 'Maharashtra', 'Nandurbar', 'Nawapur', 'Nawapur']",425418.0,02569-250250,Sub-District Hospital
Dgd Gulabi Bagh,"['Delhi Govt Dispensary', 'Delhi Govt Flats Complex', 'Gulabi Bagh', 'Delhi', 'Central', 'Kotwali']",110007.0,23654536,Dispensaries
Primary Health Centre Ogode,"['Ogode', 'Mainbazar Ogode', 'Telengana', 'Nalgonda District', 'Nakrekal Mandal']",508211.0,9908540769,Primary Health Centre
Cholamadevi,"['A Old Noon Meal Centre', 'Theradi Street Cholamadevi', 'Trichy', 'Tamil Nadu', 'Tiruchirappalli', 'Thiruverumbur']",620016.0,582410,SubCentre
Thakurhat,"['Thakurhat', 'Bihar', 'Kaimur (Bhabua) *', 'Rampur']",821101.0,6189235523,Primary Health Centre
Kokolunda Sc,"['House No Kokolunda Health Sc', 'Badasahi', 'Bhanjanagar', 'Odisha', 'Ganjam', 'Bhanjanagar ', 'Belaguntha']",761119.0,6821258024,SubCentre
Bedrabad Rh,"['Bedrabad Rural Hospital', 'Raribona Hospital Road', 'Baishnabnagar', 'West Bengal', 'Maldah', 'Kaliachak - Iii', 'Kaliachak-Iii']",732210.0,3512222550,Community Health Center
Panchdevara,"['Sc Pachdevara', 'Chandauli Hwy', 'Pachdewara', 'Uttar Pradesh', 'Chandauli', 'Sakaldiha', 'Sakaldeeha']",232110.0,7309732866,SubCentre
Makkampalayam,"['Health Sub Centre', 'Makkampalayam', 'Tamil Nadu', 'Erode', 'Sathyamangalam', 'Sathyamangalam Mpty']",638503.0,04295-296343,SubCentre
Aphc Dhamoun,"['Dhamoun', 'Bihar', 'Samastipur', 'Patori']",844506.0,n a,Primary Health Centre
Kauwapur,"['Kauwapur', 'Tulsipur', 'Uttar Pradesh', 'Balrampur']",271208.0,-,SubCentre
Holagundi A,"['Sub Center', 'Bavihalli', 'Karnataka', 'Bellary', 'Hadagalli', 'Hadagalli']",583219.0,8277513055,SubCentre
Shc Vijaygram,"['Shc Vijaygram', 'Main Road', 'Vijaygram', 'Madhya Pradesh', 'Betul', 'Bhainsdehi']",460220.0,07143-287434,SubCentre
Shc Chikhlajhodi,"['Sub Health Centre', 'Govt P S Chikhalajhodi', 'Chikhlajhodi', 'Madhya Pradesh', 'Balaghat', 'Baihar', 'Paraswada']",481105.0,7636275752,SubCentre
Shc Mohni,"['House No Nil', 'Village Mohni', 'Rural', 'Madhya Pradesh', 'Jabalpur', 'Kundam']",483110.0,Not available,SubCentre
Shc Siyarmau,"['Sub Health Center Searmau', 'Village Searmau Block Silwani Dist Raisen Mp', 'Madhya Pradesh', 'Raisen', 'Silwani']",464886.0,7484240273,SubCentre
Belwa Babu,"['Belwa Babu', 'Uttar Pradesh', 'Gorakhpur', 'Chauri Chaura', 'Sardarnagar']",273202.0,9415970331,SubCentre
Puliyur,"['Primary Health Centre', 'Kaliyanoor Kandigai Main Road', 'Puliyur', 'Tamil Nadu', 'Thiruvallur', 'Ikkadu']",602024.0,044-27697495,Primary Health Centre
Shc Pathakheda,"['Shc Pathakheda', 'Pathakheda', 'Madhya Pradesh', 'Betul', 'Ghodadongari']",460447.0,7146248481,SubCentre
G Mamidada Sc,"['D No', 'Pallapu Veedi', 'G Mamidada', 'Andhra Pradesh', 'East Godavari District', 'Pedapudi Mandal', 'Pedapudi']",533006.0,0,SubCentre
Pillathurai,"['Pilladurai Hsc', 'Mela Street', 'Pilladurai', 'Tamil Nadu', 'Tiruchirappalli', 'Musiri', 'Thathaiangarpet']",621210.0,4326240206,SubCentre
Shc Bhuwankhedi,"['Shc Bhuvankhedi', 'Bhuvankhedi', 'Harda', 'Madhya Pradesh', 'Harda ', 'Handiya']",461331.0,NIL,SubCentre
Bhubaneshwer,"['Bhubaneshwer', 'Uttarakhand', 'Pithoragarh', 'Berinag*', 'Berinag']",262531.0,5964244575,SubCentre
Kolavoor,"['Kolavooru Sub Centre', 'Koalvooru Village', 'Kolavooru', 'Karnataka', 'Dakshina Kannada', 'Mangalore', 'Mangalore']",574144.0,8242265600,SubCentre
Mohmaadpur,"['Subcenter Mahmmadpur', 'Kothawan Atrauly Road Marg', 'Vill Mahmmadpur', 'Uttar Pradesh', 'Hardoi', 'Sandila ', 'Sandila']",241204.0,9559081143,SubCentre
Gudipala,"['Gudipala', 'Veluru Road', 'Andhra Pradesh', 'Chittoor District', 'Gudipala Mandal']",517132.0,257944,Primary Health Centre
Shc Banka,"['Shc Banka', 'Batkhapa', 'Batkhapa Sub Sentre Banka', 'Madhya Pradesh', 'Chhindwara', 'Harrai']",224480.0,9407390285,SubCentre
Ramanagar,"['Ramanagara Subcentre', 'Near Gorpade School', 'Ramanagara Area', 'Karnataka', 'Bellary', 'Hagaribommanahalli', 'Hagaribommanahalli']",583212.0,8397247077,SubCentre
Nerle,"['Primary Health Center Nerle', 'Nerle', 'Maharashtra', 'Sangli', 'Walwa']",415406.0,2342271836,Primary Health Centre
Kuli Khurd,"['Sub Center', 'Kuli Khurd', 'Punjab', 'Ludhiana', 'Maloud']",141117.0,0,SubCentre
Primary Health Centre Yedpalle,"['Yedpally', 'Telengana', 'Nizamabad District', 'Yedpalle Mandal']",503235.0,8462225044,Primary Health Centre
Bharsar,"['Bharsar', 'Uttar Pradesh', 'Ghazipur']",233308.0,548,SubCentre
Birmaharajpur,"['Sdh Birmaharajpur', 'Birmaharajpur', 'Birmaharajpur Sdh', 'Odisha', 'Sonapur  ', 'Biramaharajpur ', 'Birmaharajpur']",767018.0,06651-254232,Sub-District Hospital
Pinguli,"['Sub Center Pinguli', 'Pinguli Road', 'Sarfdarwadi School Near', 'Maharashtra', 'Sindhudurg', 'Kudal']",416528.0,02362/248301,SubCentre
Byalya X,"['Primary Health Centre Byalya X', 'Byalya X', 'Byalya X Madhugiri', 'Karnataka', 'Tumkur', 'Madhugiri ', 'Madhugiri']",572132.0,8277507103,Primary Health Centre
Bharamasagara,"['Bharamasagara', 'Karnataka', 'Chitradurga', 'Chitradurga ', 'Chitradurga ']",577519.0,08194-208000,Community Health Center
Ghuikhed,"['Subcentre Ghuikhed', 'Near Bendojibaba Temple Ghuikhed', 'Maharashtra', 'Amravati', 'Chandur Railway']",444904.0,7222200802,SubCentre
Hsc Belchampa,"['Belchampa', 'Sis Mod', 'Jharkhand', 'Garhwa', 'Garhwa Sadar']",822114.0,-,SubCentre
Chitrod,"['Phc Chitrod', 'Juna Chitrod Bus Stand Ni Bajuma', 'Chitrod', 'Gujarat', 'Kachchh', 'Rapar']",370165.0,2806263340,Primary Health Centre
Hiregunjal,"['Hiregunjal', 'Kundagol', 'Karnataka', 'Dharwad', 'Kundgol ', 'Kundagol']",581117.0,8277511434,SubCentre
Noolahalli,"['Noolahalli Sub Centre', 'Noolahalli', 'Tamil Nadu', 'Dharmapuri', 'Dharmapuri Mpty']",636704.0,4342291528,SubCentre
Gargeshpura,"['Subcenter', 'Gareshpura', 'Magadi Taluk', 'Karnataka', 'Ramanagara', 'Magadi ', 'Magadi']",562127.0,0,SubCentre
Arag,"['Milkat No Arag Gat No Arag', 'Miraj Road Arag', 'Arag Highschool Javal Arag', 'Maharashtra', 'Sangli', 'Miraj']",416401.0,2332264264,Primary Health Centre
Shc Barjunakala,"['Barjunakala', 'Madhya Pradesh', 'Satna', 'Raghurajnagar']",485001.0,7672272279,SubCentre
Kherthal,"['Community Health Centre', 'Ward No', 'Khairthal', 'Rajasthan', 'Alwar', 'Kishangarh Bas', 'Kishangarhbas']",301404.0,1460222041,Community Health Center
Shc Bichola,"['Bichola', 'Madhya Pradesh', 'Morena']",476001.0,7532239337,SubCentre
Phc Ahmedpur,"['Phc Ahmedpur', 'Sector Ahmedpur', 'Teh Shyampur', 'Madhya Pradesh', 'Sehore', 'Shyampur']",466651.0,7562266000,Primary Health Centre
Nimbarga,"['Subcenter', 'Near Bustand', 'Sharan Colony', 'Karnataka', 'Gulbarga', 'Aland ']",585302.0,8277500753,SubCentre
Ssk Tanki Maroda,"['School Para', 'Telgu Para', 'Near School', 'Chhattisgarh', 'Durg', 'Durg']",490023.0,7587855808,Urban Health Centre
Fwc No Firangai Hospital,"['Kmc Building', 'Timber Market Kalamba Road', 'Kmc Phirangai Hospital', 'Maharashtra', 'Kolhapur', 'Karvir']",416012.0,2312620090,Urban Health Posts
Kudal,"['Panchawad Kudal Road', 'Kudal', 'Maharashtra', 'Satara', 'Jaoli']",415514.0,2378235392,SubCentre
Raghunathpur,"['Aphc Raghunathpur', 'Raghunathpur', 'Bihar', 'Saran', 'Nagra']",841442.0,06152-292337,Primary Health Centre
Nerkuppai,"['Rented', 'North Street Main Road', 'Nerkuppai', 'Tamil Nadu', 'Tiruchirappalli', 'Lalgudi']",621111.0,0431-2616377,SubCentre
Jalahalli,"['Chc Jalahalli', 'Mainroad', 'Karnataka', 'Raichur', 'Devadurga ', 'Devdurga']",584116.0,05831-265255,Community Health Center
Ashoka Siddapura X,"['Primary Health Center Ashoka Siddapura', 'Siddapura Bellary Heruru Cross Road', 'Ashoka Siddapura', 'Karnataka', 'Chitradurga', 'Molakalmuru ', 'Molakalmuru ']",577535.0,08198-217802,Primary Health Centre
Toravigalli,"['Corporation Building', 'Toravigalli', 'Hubli Cbt', 'Karnataka', 'Dharwad', 'Hubli', 'Hubli']",580020.0,8362264165,Urban Health Centre
Dh Chhatarpur,"['Dh Chhatarpur', 'Chhatrasal Chouraha', 'Chhatarpur', 'Madhya Pradesh']",471001.0,07682-248312,District Hospital
Dando,"['Dando Sub Center', 'Dando', 'Sarila', 'Uttar Pradesh', 'Hamirpur', 'Sarila **']",210432.0,0,SubCentre
Haldipur,"['Haldipur Phc', 'Kadtoka Road', 'Haldipur Village', 'Karnataka', 'Uttara Kannada', 'Honavar ', 'Honavar ']",581327.0,08387-254452,Primary Health Centre
Murarai Rh,"['Murarai Rural Hospital', 'Hospital Road Murarai', 'Murarai', 'West Bengal', 'Birbhum', 'Muraroi - I', 'Murarai-I']",731219.0,3465252363,Community Health Center
Kakod,"['Primary Health Centre Kakod', 'Near Atal Sewa Kendra Kakod', 'Uniara', 'Rajasthan', 'Tonk ']",304024.0,01436-268510,Primary Health Centre
Shc Achalgarh,"['Shc Achalgarh', 'Sehrai To Pipraigaon Road', 'Achalgarh', 'Madhya Pradesh', 'Ashoknagar', 'Mungaoli']",473444.0,07548-275211,SubCentre
Masanagi,"['B', 'Desai Oni', 'Masangi', 'Karnataka', 'Haveri', 'Byadgi ', 'Byadagi']",581106.0,----,SubCentre
Shivali,"['Shivali', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Lakhawati']",203001.0,8005193464,Primary Health Centre
Doddamalur,"['Doddamalur Kodigenahalli', 'Karnataka', 'Tumkur', 'Madhugiri ', 'Madhugiri']",572137.0,8277507113,SubCentre
Nagalapuram,"['Community Health Centre', 'Nagalapuram Main Road', 'Goundampatti', 'Tamil Nadu', 'Thoothukkudi', 'Vilathikulam', 'Puthur']",628904.0,4638242290,Community Health Center
Phc Naina,"['Phc Naina', 'Madhya Pradesh', 'Satna', 'Raghurajnagar']",485001.0,7672272279,Primary Health Centre
Sawan Vigrah,"['Sawan Vigrah', 'Bihar', 'Siwan', 'Daraundha']",841233.0,6153271112,SubCentre
Kushavara,"['Primary Health Center Nagenahalli', 'Mudigere Belur Road', 'Nagenahalli Village', 'Karnataka', 'Hassan', 'Belur ', 'Belur']",573115.0,8177243636,SubCentre
Vasur,"['N', 'Main Road Vasur', 'Polur', 'Tamil Nadu', 'Tiruvannamalai']",606803.0,NIL,SubCentre
Shc Rajdhana,"['Shc Rajdhana', 'Rajdhana', 'Madhya Pradesh', 'Chhindwara', 'Harrai']",480224.0,9424609937,SubCentre
Kamakshyaguri Rh,"['Kamakshyaguri Rh', 'Vill Uttar Kamakhyaguri', 'G P Kamakhyaguri Ii P S Kumargram', 'West Bengal', 'Alipurduar*', 'Kumargram']",736202.0,3564260361,Community Health Center
Kokkarapatti,"['Kokkarapatti', 'Tamil Nadu', 'Dharmapuri', 'Harur']",636813.0,04346-242300,SubCentre
Parmadoli,"['Subcenter Paramdoli', 'Mukaddam Guda Road', 'Paramdoli', 'Maharashtra', 'Chandrapur', 'Jiwati']",442908.0,07173-258004,SubCentre
Ragunathpur,"['Referral Hospital Raghunathpur', 'Rf Raghunathpur', 'Raghunathpur', 'Bihar', 'Siwan', 'Ragunathpur']",841504.0,6154274622,Referral Hospital
Mettupalayam,"['Hsc Mettupalaym', 'Anna Nagr Mettupalyam', 'Mettupalyam', 'Tamil Nadu', 'Viluppuram', 'Koliyanur']",605105.0,04146-293258,SubCentre
Pavithiram,"['Omsakthikovil Street', 'Pavithram', 'Tamil Nadu', 'Tiruvannamalai', 'Thiruvannamalai']",606806.0,-,SubCentre
Shc Girsul,"['Sub Center Building', 'Girsul', 'Chhattisgarh', 'Gariyabandh', 'Deobhog', 'Devbhog']",493890.0,7704292596,SubCentre
Murugmalla X,"['Murugamalla', 'Karnataka', 'Chikkaballapura', 'Chintamani ', 'Chintamani ']",563146.0,0,Primary Health Centre
Chc Dhani,"['Chc Dhani', 'Dhani Bajar', 'Dhani', 'Uttar Pradesh', 'Mahrajganj', 'Pharenda']",273161.0,5522243470,Community Health Center
Sikdeshpukur,"['Sikdeshpukuria', 'Jessore Road', 'Sikdespukhuria', 'West Bengal', 'North 24 Parganas', 'Barasat - I']",743294.0,033-2552-7421,SubCentre
Askihal,"['Ashihal', 'Karnataka', 'Raichur', 'Lingsugur ', 'Lingasugur']",584125.0,0,SubCentre
Pooluvapatti,"['D No', 'Siruvani Main Road', 'Ramanathapuram', 'Tamil Nadu', 'Coimbatore', 'Coimbatore South', 'Thondamuthur']",641101.0,0422-2650536,Community Health Center
Krishna Hospital,"['No', 'Pattamangala Street', 'Mayiladuthurai Municipality', 'Tamil Nadu', 'Nagapattinam  ', 'Mayiladuthurai', 'Mayiladuthurai Mpty']",609001.0,04364_227872,Others
Shc Nawalpur,"['Shc Nawalpur', 'Burhar Road', 'Chc Singhpur', 'Madhya Pradesh', 'Shahdol', 'Sohagpur']",484001.0,07652-274208,SubCentre
Phc Ariyur,"['Primary Health Centre', 'Villupuram Main Road', 'Ariyur', 'Puducherry', 'Villianur Taluk', 'Villianur']",605102.0,2644135,Primary Health Centre
Girnare,"['Sc Giranare', 'Zadi Rd', 'Girnare', 'Maharashtra', 'Nashik', 'Deola']",423110.0,2592226342,SubCentre
Mednapur,"['Medinapur Sub Centre', 'Outside Medinapur', 'Medinapur Village', 'Karnataka', 'Raichur', 'Lingsugur ', 'Lingasugur']",584115.0,0,SubCentre
Shc Dukarjhela,"['Govt Shc', 'Manir And Panchayat', 'Sausar', 'Madhya Pradesh', 'Chhindwara', 'Saunsar']",480106.0,7165295181,SubCentre
Shc Dhingwas,"['Shc Dhingwas', 'Madhya Pradesh', 'Shivpuri', 'Narwar']",473880.0,7491272490,SubCentre
Ghanie Ke Bangar,"['Ghanie Ke Banger', 'Punjab', 'Gurdaspur', 'Batala ', 'Fatehgarh Churian']",143602.0,No,SubCentre
Thirunavalur,"['Thirunavalur Chc Govt Hospital', 'Cuddalore Main Road', 'Thirunavalur', 'Tamil Nadu', 'Viluppuram', 'Ulundurpettai']",607204.0,04149-219430,Community Health Center
Shc Yenas,"['Shc Yunas', 'Behind Kirana Store', 'Sarra', 'Madhya Pradesh', 'Betul', 'Multai']",460661.0,07147-221444,SubCentre
Shc Khiyaoda,"['Saharan Mohalla', 'Khiyaoda', 'Madhya Pradesh', 'Guna', 'Bamori']",473105.0,7540270446,SubCentre
Ratnapuri,"['Subcenter Rathnapuri', 'Muslim Dargatample', 'Rathnapuri', 'Karnataka', 'Mysore', 'Hunsur ']",571189.0,08222-245626,SubCentre
Theerthanagiri,"['N', 'Hr Sec School Road', 'Theerthanagiri', 'Tamil Nadu', 'Cuddalore', 'Kurinjipadi ', 'Kurunjipadi']",608801.0,04142-273235,Primary Health Centre
B Pallipatti,"['Pallipatti B', 'B Pallipatti', 'Pallipattti', 'Tamil Nadu', 'Dharmapuri', 'Pappireddipatti']",636904.0,04346-249400,SubCentre
Kottaippattinam,"['Kottaippattinam', 'Kadarkarai Road', 'Kottaippattinam Kilarku', 'Tamil Nadu', 'Pudukkottai', 'Manamelkudi']",614617.0,4371260240,SubCentre
Tsunduru,"['Aug', 'Behind Mpdo Office', 'Tsunduru', 'Andhra Pradesh', 'Guntur District', 'Tsundur Mandal']",522318.0,08644 276111,Primary Health Centre
Shc Siplai,"['Shc Siplai', 'On Road', 'Siplai', 'Madhya Pradesh', 'Betul', 'Chicholi']",460001.0,07145-244238,SubCentre
Sambalpur,"['District Head Quarter Hospital Sambalpur', 'Modipada', 'Dhh Sambalpur Modipada', 'Odisha', 'Sambalpur', 'Burla P.S.', 'Dhankoda']",768002.0,6632400441,District Hospital
Dharwad Ward,"['Phq', 'Karnataka', 'Dharwad', 'Dharwad']",580008.0,0836-2775026,SubCentre
Athra,"['Athra', 'Fatehpur', 'Uttar Pradesh', 'Barabanki', 'Nidoora']",225302.0,7839744556,SubCentre
Doddakambali,"['Dodakambli', 'Dodkambali', 'Karnataka', 'Kolar', 'Bangarapet ', 'Bangarpet']",563122.0,08153-267428,SubCentre
Jagaboranahalli,"['Primary Health Center Bikkodu', 'Sakleshpur Belur Road', 'Bikkodu Village', 'Karnataka', 'Hassan', 'Belur ', 'Belur']",573101.0,8177241146,SubCentre
Shc Kesli,"['Kesli', 'Madhya Pradesh', 'Sagar']",470235.0,7586224519,SubCentre
Tondgaon,"['Subcenter Tondgaon', 'Ward No', 'Near Bsnl Towar', 'Maharashtra', 'Amravati', 'Chandurbazar']",444723.0,07227 200315,SubCentre
Golasanahalli,"['Golasanaalli', 'Pulikarai', 'Tamil Nadu', 'Dharmapuri', 'Palakkodu', 'Palacode (Palakkodu)']",636805.0,04348-235215,SubCentre
Satti X,"['Phc Satti', 'Maddi Area', 'Satti', 'Karnataka', 'Belgaum', 'Athni']",591240.0,8289262026,Primary Health Centre
Palodi,"['Palodi', 'Maharashtra', 'Yavatmal', 'Arni']",445103.0,-,SubCentre
Kamalpur,"['Health Sub Centre', 'Kamalpur', 'Bihar', 'Madhubani', 'Rahika']",847238.0,6276254815,SubCentre
Manikandam,"['Maternity Centre', 'Main Road Manikandam', 'Manikandam', 'Tamil Nadu', 'Tiruchirappalli', 'Srirangam']",620012.0,431680860,SubCentre
Velivolu,"['B', 'Challapalli Road', 'Velivolu', 'Andhra Pradesh', 'Krishna District', 'Ghantasala Mandal']",521132.0,8671255566,SubCentre
Sake A,"['Main Road', 'Sake', 'Maharashtra', 'Kolhapur', 'Kagal']",416232.0,2325226438,SubCentre
